"","mean_calls","mean_interval","mean_peakfreq","mean_bandw","mean_centroid","min_freq","max_freq","PLAND_gs","MPS_edge","MPS_gallery","site_code","period","不透水面积比例","LAI_understory","mean_crown_ratio","local_clustering","height_range","dist1","dist2"
"45",18.3076923076923,0.481385948841244,3377.22741387344,2019.30690077742,3688.21380428634,800,9300,54.2334,1.3019,0.4117,"XL","T1_early",6.6648,0.235058312,0.399889972,0.527972421,18.584,621.050634521901,2062.64557108195
"46",20.2931034482759,0.497440102715394,3529.47711730013,1912.87865715009,3825.1813530853,800,8700,54.2334,1.3019,0.4117,"XL","T2_mid",6.6648,0.235058312,0.399889972,0.527972421,18.584,621.050634521901,2062.64557108195
"47",15.8163265306122,0.422778282783398,3862.94664195805,1884.08365986638,4065.15887694501,800,8900,54.2334,1.3019,0.4117,"XL","T3_late",6.6648,0.235058312,0.399889972,0.527972421,18.584,621.050634521901,2062.64557108195
"48",17.8039215686275,0.43831249615544,4024.09458559691,2351.14332922475,4262.63997483643,800,10300,55.5619,1.8086,0.41,"YHS","T1_early",19.3309,0.45022677,0.370684048,0.495645681,24.565,1279.50651012861,1413.2393445005
"49",7.25,0.91352003968254,4265.95328282828,1952.79671717172,4380.61237373737,800,9600,55.5619,1.8086,0.41,"YHS","T2_mid",19.3309,0.45022677,0.370684048,0.495645681,24.565,1279.50651012861,1413.2393445005
"50",16.68,0.43501859527405,4185.99963761793,2659.84451334432,4408.10259404582,600,10600,55.5619,1.8086,0.41,"YHS","T3_late",19.3309,0.45022677,0.370684048,0.495645681,24.565,1279.50651012861,1413.2393445005
"51",17.8548387096774,0.481294076859409,3254.11299409719,1902.04678202676,3445.52069523584,600,9400,48.0508,0.8786,0.5779,"YLW","T1_early",40.4017,0.311512255,0.508718305,0.670389254,17.863,501.92701084239,1856.01974202527
"52",22.2661870503597,0.55295770471275,3320.88533868107,1777.7110451341,3513.79848520395,800,9600,48.0508,0.8786,0.5779,"YLW","T2_mid",40.4017,0.311512255,0.508718305,0.670389254,17.863,501.92701084239,1856.01974202527
"53",24.1636363636364,0.465128764927988,3362.93740004378,1855.14853427339,3586.75538724381,800,9300,48.0508,0.8786,0.5779,"YLW","T3_late",40.4017,0.311512255,0.508718305,0.670389254,17.863,501.92701084239,1856.01974202527
"54",22.3225806451613,0.404428159576643,3893.18805910026,2283.36822875053,4014.9398422161,800,9800,50.4718,1.7,0.531,"YTS","T1_early",36.0309,0.433458036,0.439811717,0.482019866,37.686,169.018377896604,462.599293582603
"55",21.0384615384615,0.463269917001447,4043.59068286928,2282.91234506939,4154.04035679787,600,9800,50.4718,1.7,0.531,"YTS","T2_mid",36.0309,0.433458036,0.439811717,0.482019866,37.686,169.018377896604,462.599293582603
"56",21.1747572815534,0.418840354170661,3928.79219058649,2157.67639425347,4002.00553315876,800,9800,50.4718,1.7,0.531,"YTS","T3_late",36.0309,0.433458036,0.439811717,0.482019866,37.686,169.018377896604,462.599293582603
"57",31.3896103896104,0.44687534437961,3704.76211527736,2176.62113881676,3982.63649919227,800,9800,15.7171,2.826,0.1964,"YZL","T1_early",50.272,0.352051336,0.519363823,0.411072867,19.262,582.732050224693,916.911648274507
"58",32.5,0.442473541860413,4112.6807286132,2042.87458613458,4376.20980369277,800,9100,15.7171,2.826,0.1964,"YZL","T2_mid",50.272,0.352051336,0.519363823,0.411072867,19.262,582.732050224693,916.911648274507
"59",25.9242424242424,0.429676444774519,4035.30242276582,2063.59789698917,4202.72092638887,600,9800,15.7171,2.826,0.1964,"YZL","T3_late",50.272,0.352051336,0.519363823,0.411072867,19.262,582.732050224693,916.911648274507
