"","site_code","date_full","period","minute_hm","n_segments","total_n_calls","mean_interval","mean_peakfreq","mean_bandw","mean_centroid","min_freq","max_freq","minute_label"
"428","DP4",2024-07-07,"T3_late","0710",2,11,0.559530303030303,4772.72727272727,1890.90909090909,4772.72727272727,2900,7700,"DP4_20240707_0710"
"429","DP4",2024-07-07,"T3_late","0940",3,15,0.522725,5160,1540,5346.66666666667,2200,6300,"DP4_20240707_0940"
"430","DP4",2024-07-07,"T3_late","1340",2,9,0.6785,4177.77777777778,2477.77777777778,4933.33333333333,1700,7700,"DP4_20240707_1340"
"431","DP4",2024-07-07,"T3_late","1410",1,9,0.364125,4366.66666666667,2577.77777777778,4377.77777777778,1500,9100,"DP4_20240707_1410"
"432","DP4",2024-07-08,"T3_late","0620",2,13,0.386061538461539,3453.84615384615,2300,3946.15384615385,2500,6200,"DP4_20240708_0620"
"433","DP4",2024-07-08,"T3_late","0930",1,5,1.003,4760,1940,4620,2900,6200,"DP4_20240708_0930"
"434","DP4",2024-07-08,"T3_late","1050",4,17,0.800014705882353,4347.05882352941,1805.88235294118,4658.82352941176,1800,6200,"DP4_20240708_1050"
"435","DSH",2024-04-21,"T1_early","1700",1,9,0.392125,3300,1944.44444444444,3155.55555555556,1300,4300,"DSH_20240421_1700"
"436","DSH",2024-04-22,"T1_early","0940",1,3,0.223,2933.33333333333,1933.33333333333,3300,1300,5600,"DSH_20240422_0940"
"437","DSH",2024-04-22,"T1_early","1030",1,4,0.359333333333333,2825,1550,3100,1300,3900,"DSH_20240422_1030"
"438","DSH",2024-04-22,"T1_early","1110",3,26,0.399,3330.76923076923,2176.92307692308,3215.38461538462,1000,5500,"DSH_20240422_1110"
"439","DSH",2024-04-23,"T1_early","0710",1,9,0.3445,2255.55555555556,1588.88888888889,2833.33333333333,1200,7200,"DSH_20240423_0710"
"440","DSH",2024-04-23,"T1_early","1500",2,10,0.415283333333333,3040,1830,3030,1500,5100,"DSH_20240423_1500"
"441","DSH",2024-04-23,"T1_early","1620",3,24,0.357851438492064,4554.16666666667,1945.83333333333,4179.16666666667,800,8000,"DSH_20240423_1620"
"442","DSH",2024-04-24,"T1_early","0740",6,28,0.66697619047619,4110.71428571429,1378.57142857143,3785.71428571429,1300,5300,"DSH_20240424_0740"
"443","DSH",2024-04-24,"T1_early","0950",1,7,0.2735,1771.42857142857,1528.57142857143,2700,1200,3100,"DSH_20240424_0950"
"444","DSH",2024-04-24,"T1_early","1740",3,20,0.476304444444444,2450,1755,3115,1000,5500,"DSH_20240424_1740"
"445","DSH",2024-04-28,"T1_early","1110",1,5,0.627,2160,2280,2800,1200,4300,"DSH_20240428_1110"
"446","DSH",2024-04-28,"T1_early","1500",1,5,0.7225,1740,2200,2540,1000,4300,"DSH_20240428_1500"
"447","DSH",2024-04-29,"T1_early","0630",10,97,0.331854854423927,3083.50515463918,1538.14432989691,3170.1030927835,1300,6000,"DSH_20240429_0630"
"448","DSH",2024-04-29,"T1_early","1800",1,9,0.415125,1877.77777777778,1722.22222222222,2911.11111111111,1000,3700,"DSH_20240429_1800"
"449","DSH",2024-04-30,"T1_early","1510",1,5,0.955,2000,1720,2780,1000,3900,"DSH_20240430_1510"
"450","DSH",2024-05-01,"T1_early","1230",2,22,0.238050505050505,3945.45454545455,1877.27272727273,3890.90909090909,1300,7200,"DSH_20240501_1230"
"451","DSH",2024-05-02,"T1_early","0610",8,34,0.715879901960784,3282.35294117647,1773.52941176471,3620.58823529412,1200,5600,"DSH_20240502_0610"
"452","DSH",2024-05-03,"T1_early","1640",4,42,0.364324184149184,3930.95238095238,1854.7619047619,3876.19047619048,1000,6700,"DSH_20240503_1640"
"453","DSH",2024-05-03,"T1_early","1800",1,19,0.224055555555556,3905.26315789474,1989.47368421053,3936.84210526316,1500,6500,"DSH_20240503_1800"
"454","DSH",2024-05-04,"T1_early","0620",1,11,0.3711,2663.63636363636,2045.45454545455,3081.81818181818,1200,4300,"DSH_20240504_0620"
"455","DSH",2024-05-04,"T1_early","1720",3,28,0.258615433673469,4167.85714285714,1689.28571428571,4203.57142857143,1500,7200,"DSH_20240504_1720"
"456","DSH",2024-05-06,"T1_early","1230",1,3,0.8585,3633.33333333333,1266.66666666667,3800,2900,4400,"DSH_20240506_1230"
"457","DSH",2024-05-06,"T1_early","1520",1,3,0.7035,4366.66666666667,3033.33333333333,4800,1500,9100,"DSH_20240506_1520"
"458","DSH",2024-05-07,"T1_early","1520",10,87,0.328472468942297,3512.64367816092,1462.06896551724,3664.36781609195,1500,5300,"DSH_20240507_1520"
"459","DSH",2024-05-08,"T1_early","1040",1,6,0.4916,2650,2200,4550,1200,6000,"DSH_20240508_1040"
"460","DSH",2024-05-09,"T1_early","0620",6,31,0.512222222222222,2474.1935483871,2419.35483870968,3035.48387096774,1000,5800,"DSH_20240509_0620"
"461","DSH",2024-05-12,"T1_early","1130",3,17,0.48106862745098,3523.52941176471,3329.41176470588,4505.88235294118,1300,9300,"DSH_20240512_1130"
"462","DSH",2024-05-13,"T1_early","1010",1,3,0.696,3966.66666666667,3400,4166.66666666667,1200,7200,"DSH_20240513_1010"
"463","DSH",2024-05-15,"T1_early","0620",3,31,0.336218963831867,3445.16129032258,1593.54838709677,3464.51612903226,1300,5500,"DSH_20240515_0620"
"464","DSH",2024-05-18,"T2_mid","1800",2,15,0.42437,2840,1686.66666666667,4073.33333333333,1000,6300,"DSH_20240518_1800"
"465","DSH",2024-05-19,"T2_mid","1030",13,85,0.467274145658263,3200,2154.11764705882,3347.05882352941,1200,7200,"DSH_20240519_1030"
"466","DSH",2024-05-19,"T2_mid","1130",2,11,0.529227272727273,2590.90909090909,2036.36363636364,3336.36363636364,1200,5300,"DSH_20240519_1130"
"467","DSH",2024-05-19,"T2_mid","1650",5,41,0.401335656213705,3175.60975609756,1690.24390243902,3202.43902439024,1200,5800,"DSH_20240519_1650"
"468","DSH",2024-05-23,"T2_mid","0900",10,95,0.352370523102628,4296.84210526316,2707.36842105263,4622.1052631579,1200,8700,"DSH_20240523_0900"
"469","DSH",2024-05-26,"T2_mid","0730",3,16,0.562075,2906.25,1968.75,3093.75,1300,9400,"DSH_20240526_0730"
"470","DSH",2024-05-26,"T2_mid","0740",6,55,0.348717359307359,2407.27272727273,2085.45454545455,3029.09090909091,1200,7000,"DSH_20240526_0740"
"471","DSH",2024-05-26,"T2_mid","1300",8,96,0.323053239729021,4307.29166666667,1421.875,4105.20833333333,1500,6300,"DSH_20240526_1300"
"472","DSH",2024-05-26,"T2_mid","1420",15,106,0.361220530098832,4760.37735849057,1980.18867924528,4608.49056603774,1200,7700,"DSH_20240526_1420"
"473","DSH",2024-05-26,"T2_mid","1430",1,8,0.560428571428571,2750,1750,3450,1200,4400,"DSH_20240526_1430"
"474","DSH",2024-05-27,"T2_mid","0900",2,13,0.445887179487179,2869.23076923077,1984.61538461538,3592.30769230769,1200,8400,"DSH_20240527_0900"
"475","DSH",2024-05-28,"T2_mid","1500",7,21,1.09935714285714,3880.95238095238,1419.04761904762,4323.80952380952,1800,5800,"DSH_20240528_1500"
"476","DSH",2024-05-29,"T2_mid","1210",1,3,0.339,2366.66666666667,1366.66666666667,2966.66666666667,1700,3400,"DSH_20240529_1210"
"477","DSH",2024-05-29,"T2_mid","1700",1,4,0.244333333333333,2200,1975,3250,1200,3700,"DSH_20240529_1700"
"478","DSH",2024-06-01,"T2_mid","1410",3,21,0.418490476190476,3019.04761904762,1804.7619047619,4352.38095238095,1300,8000,"DSH_20240601_1410"
"479","DSH",2024-06-03,"T2_mid","1610",2,14,0.452598214285714,2285.71428571429,1550,3221.42857142857,1200,6700,"DSH_20240603_1610"
"480","DSH",2024-06-04,"T2_mid","1110",3,11,0.911212121212121,3436.36363636364,1981.81818181818,3709.09090909091,1500,6800,"DSH_20240604_1110"
"481","DSH",2024-06-06,"T2_mid","1240",4,18,0.64675,5933.33333333333,2822.22222222222,5788.88888888889,3200,8400,"DSH_20240606_1240"
"482","DSH",2024-06-12,"T3_late","1500",1,4,0.914,6800,3175,5900,4600,8200,"DSH_20240612_1500"
"483","DSH",2024-06-14,"T3_late","1310",1,3,0.47,3733.33333333333,2900,3466.66666666667,1200,5100,"DSH_20240614_1310"
"484","DSH",2024-06-22,"T3_late","1720",6,44,0.391177272727273,5036.36363636364,3084.09090909091,4934.09090909091,1300,8700,"DSH_20240622_1720"
"485","DSH",2024-06-25,"T3_late","1700",4,47,0.371542311411992,5108.51063829787,2414.89361702128,5023.40425531915,1200,9300,"DSH_20240625_1700"
"486","DSH",2024-07-03,"T3_late","1750",3,24,0.301747008547008,4083.33333333333,1870.83333333333,4166.66666666667,1700,7400,"DSH_20240703_1750"
"487","DSH",2024-07-06,"T3_late","1500",1,9,0.304625,3011.11111111111,2188.88888888889,3588.88888888889,1300,8900,"DSH_20240706_1500"
"488","DSH",2024-07-07,"T3_late","1130",2,18,0.3238,4038.88888888889,1633.33333333333,4405.55555555556,2900,6700,"DSH_20240707_1130"
"489","FHS",2024-04-20,"T1_early","0700",2,14,0.440166666666667,4257.14285714286,2285.71428571429,3985.71428571429,1000,7000,"FHS_20240420_0700"
"490","FHS",2024-04-20,"T1_early","0720",1,10,0.389444444444444,2850,1340,3020,1700,4300,"FHS_20240420_0720"
"491","FHS",2024-04-20,"T1_early","0830",1,5,0.344,3760,1280,3820,2000,6000,"FHS_20240420_0830"
"492","FHS",2024-04-20,"T1_early","0910",6,57,0.413863547758285,3736.84210526316,2003.50877192982,3661.40350877193,1000,5600,"FHS_20240420_0910"
"493","FHS",2024-04-20,"T1_early","0950",1,12,0.375090909090909,2908.33333333333,3450,3283.33333333333,1000,6800,"FHS_20240420_0950"
"494","FHS",2024-04-21,"T1_early","0740",1,12,0.244,2950,2800,3433.33333333333,1000,7000,"FHS_20240421_0740"
"495","FHS",2024-04-21,"T1_early","0820",1,10,0.327777777777778,3850,1480,3980,2500,5300,"FHS_20240421_0820"
"496","FHS",2024-04-22,"T1_early","0730",2,19,0.300954385964912,3436.84210526316,1489.47368421053,3415.78947368421,1800,5100,"FHS_20240422_0730"
"497","FHS",2024-04-22,"T1_early","0740",1,8,0.307142857142857,3762.5,3100,3775,1200,6200,"FHS_20240422_0740"
"498","FHS",2024-04-22,"T1_early","0900",1,14,0.292615384615385,5135.71428571429,1564.28571428571,4850,1800,6300,"FHS_20240422_0900"
"499","FHS",2024-04-22,"T1_early","1600",7,63,0.308579394855585,4553.96825396825,1728.57142857143,4307.93650793651,1300,6500,"FHS_20240422_1600"
"500","FHS",2024-04-22,"T1_early","1650",2,34,0.212817693744164,3979.41176470588,2070.58823529412,4200,3100,7000,"FHS_20240422_1650"
"501","FHS",2024-04-22,"T1_early","1700",1,11,0.2595,4963.63636363636,2054.54545454545,4436.36363636364,2200,7500,"FHS_20240422_1700"
"502","FHS",2024-04-22,"T1_early","1730",2,30,0.24716577540107,3563.33333333333,3113.33333333333,3716.66666666667,1000,7400,"FHS_20240422_1730"
"503","FHS",2024-04-23,"T1_early","0610",1,16,0.258133333333333,3793.75,2887.5,3962.5,1300,6800,"FHS_20240423_0610"
"504","FHS",2024-04-24,"T1_early","0710",7,78,0.367039821289821,4598.71794871795,1823.07692307692,4301.28205128205,1200,6300,"FHS_20240424_0710"
"505","FHS",2024-04-24,"T1_early","0840",4,43,0.355230202355784,5276.74418604651,1527.90697674419,5048.83720930233,2500,6300,"FHS_20240424_0840"
"506","FHS",2024-04-24,"T1_early","1110",1,9,0.33625,4911.11111111111,1566.66666666667,4377.77777777778,1200,6500,"FHS_20240424_1110"
"507","FHS",2024-04-24,"T1_early","1150",11,116,0.355615427986764,5595.68965517241,1209.48275862069,5356.89655172414,3100,6500,"FHS_20240424_1150"
"508","FHS",2024-04-24,"T1_early","1240",10,125,0.314637451282051,4265.6,1840,4048.8,1000,6500,"FHS_20240424_1240"
"509","FHS",2024-04-24,"T1_early","1550",3,38,0.350712182554288,3655.26315789474,2286.84210526316,3934.21052631579,1000,8600,"FHS_20240424_1550"
"510","FHS",2024-04-25,"T1_early","0810",2,6,1.3045,1666.66666666667,1900,2566.66666666667,1000,3600,"FHS_20240425_0810"
"511","FHS",2024-04-25,"T1_early","1600",4,13,0.937089743589744,2661.53846153846,1653.84615384615,3184.61538461538,1500,6200,"FHS_20240425_1600"
"512","FHS",2024-04-25,"T1_early","1750",2,10,0.42425,4310,1640,4050,1700,6300,"FHS_20240425_1750"
"513","FHS",2024-04-26,"T1_early","1050",7,39,0.525397863247863,2374.35897435897,2661.53846153846,3035.89743589744,800,7200,"FHS_20240426_1050"
"514","FHS",2024-04-26,"T1_early","1350",1,6,0.3484,4250,1616.66666666667,4616.66666666667,1000,5800,"FHS_20240426_1350"
"515","FHS",2024-04-26,"T1_early","1500",4,31,0.399004761904762,5293.54838709677,1587.09677419355,5119.35483870968,2700,9300,"FHS_20240426_1500"
"516","FHS",2024-04-26,"T1_early","1540",4,42,0.388909987631416,4521.42857142857,1611.90476190476,4259.52380952381,1000,6500,"FHS_20240426_1540"
"517","FHS",2024-04-27,"T1_early","0750",1,14,0.308,3807.14285714286,2842.85714285714,3835.71428571429,1200,6000,"FHS_20240427_0750"
"518","FHS",2024-04-27,"T1_early","0800",2,20,0.3925875,2735,2400,3040,1000,6000,"FHS_20240427_0800"
"519","FHS",2024-04-27,"T1_early","0950",1,6,0.5936,3433.33333333333,2116.66666666667,3583.33333333333,1000,7000,"FHS_20240427_0950"
"520","FHS",2024-04-27,"T1_early","1000",3,24,0.346047348484848,4933.33333333333,1716.66666666667,4600,1800,6500,"FHS_20240427_1000"
"521","FHS",2024-04-27,"T1_early","1030",10,115,0.340093129479216,4476.52173913043,1886.95652173913,4155.65217391304,800,6200,"FHS_20240427_1030"
"522","FHS",2024-04-27,"T1_early","1140",3,20,0.467958333333333,2850,1285,3020,1800,3900,"FHS_20240427_1140"
"523","FHS",2024-04-27,"T1_early","1150",6,65,0.392104312354312,3623.07692307692,2176.92307692308,3752.30769230769,800,9300,"FHS_20240427_1150"
"524","FHS",2024-04-27,"T1_early","1400",2,7,1.12907142857143,2242.85714285714,2257.14285714286,2985.71428571429,800,4300,"FHS_20240427_1400"
"525","FHS",2024-04-27,"T1_early","1410",4,35,0.473728616780045,3114.28571428571,2171.42857142857,3251.42857142857,800,4900,"FHS_20240427_1410"
"526","FHS",2024-04-29,"T1_early","0740",2,29,0.279504597701149,4503.44827586207,1993.10344827586,3948.27586206897,1200,6500,"FHS_20240429_0740"
"527","FHS",2024-04-30,"T1_early","1010",1,7,0.3995,4142.85714285714,2485.71428571429,4014.28571428571,1000,6500,"FHS_20240430_1010"
"528","FHS",2024-05-02,"T1_early","1120",11,110,0.388415482093664,4293.63636363636,2083.63636363636,4272.72727272727,2400,6300,"FHS_20240502_1120"
"529","FHS",2024-05-02,"T1_early","1130",4,32,0.39276171875,4521.875,1890.625,4556.25,2200,6700,"FHS_20240502_1130"
"530","FHS",2024-05-06,"T1_early","0940",4,35,0.346819047619048,3300,2060,3334.28571428571,1200,5300,"FHS_20240506_0940"
"531","FHS",2024-05-06,"T1_early","1210",6,22,0.457143939393939,4700,1586.36363636364,4245.45454545455,1200,6500,"FHS_20240506_1210"
"532","FHS",2024-05-07,"T1_early","0810",2,20,0.33,3110,1830,3360,1000,6300,"FHS_20240507_0810"
"533","FHS",2024-05-11,"T1_early","1020",1,4,1.19566666666667,4475,1500,4375,2400,6000,"FHS_20240511_1020"
"534","FHS",2024-05-13,"T1_early","0830",6,69,0.313673169825344,4021.73913043478,1540.57971014493,3968.11594202899,1500,6200,"FHS_20240513_0830"
"535","FHS",2024-05-13,"T1_early","1020",1,8,0.401571428571429,2912.5,1812.5,3237.5,1300,4400,"FHS_20240513_1020"
"536","FHS",2024-05-14,"T1_early","1110",1,10,0.439555555555556,4600,3310,4050,1200,6700,"FHS_20240514_1110"
"537","FHS",2024-05-17,"T2_mid","0830",2,11,0.630277272727273,3072.72727272727,3363.63636363636,3745.45454545455,1200,6700,"FHS_20240517_0830"
"538","FHS",2024-05-18,"T2_mid","0820",1,13,0.32475,4884.61538461538,2376.92307692308,4961.53846153846,2000,6700,"FHS_20240518_0820"
"539","FHS",2024-06-04,"T2_mid","1050",3,20,0.39679375,3560,1775,3565,2200,5500,"FHS_20240604_1050"
"540","FHS",2024-06-05,"T2_mid","0700",1,9,0.33075,4255.55555555556,3322.22222222222,3966.66666666667,800,7500,"FHS_20240605_0700"
"541","FHS",2024-06-09,"T2_mid","1820",11,63,0.545581481481482,4185.71428571429,1760.31746031746,3868.25396825397,800,6500,"FHS_20240609_1820"
"542","FHS",2024-06-09,"T2_mid","1830",1,6,0.7352,4016.66666666667,1866.66666666667,4083.33333333333,1000,5800,"FHS_20240609_1830"
"543","FHS",2024-06-09,"T2_mid","1840",1,11,0.2842,4363.63636363636,2400,4072.72727272727,1000,7400,"FHS_20240609_1840"
"544","FHS",2024-06-10,"T2_mid","1240",11,107,0.325182863009265,4645.79439252336,1659.81308411215,4364.48598130841,800,6700,"FHS_20240610_1240"
"545","FHS",2024-06-11,"T2_mid","0940",3,30,0.387384126984127,3946.66666666667,2346.66666666667,3953.33333333333,1000,6800,"FHS_20240611_0940"
"546","FHS",2024-06-11,"T2_mid","1220",8,30,0.72265,3190,1820,3430,1000,6300,"FHS_20240611_1220"
"547","FHS",2024-06-11,"T2_mid","1330",1,3,1.271,4066.66666666667,2100,3933.33333333333,1500,7000,"FHS_20240611_1330"
"548","FHS",2024-06-14,"T3_late","1000",4,37,0.332228179478179,2737.83783783784,2018.91891891892,3097.2972972973,1000,5600,"FHS_20240614_1000"
"549","FHS",2024-06-17,"T3_late","1340",1,13,0.277666666666667,3461.53846153846,2315.38461538461,3307.69230769231,1200,4800,"FHS_20240617_1340"
"550","FHS",2024-06-19,"T3_late","1510",6,48,0.284940277777778,4439.58333333333,1477.08333333333,4272.91666666667,2900,5600,"FHS_20240619_1510"
"551","FHS",2024-06-21,"T3_late","1050",1,3,0.4915,4533.33333333333,1400,4200,3600,5600,"FHS_20240621_1050"
"552","FHS",2024-06-23,"T3_late","0930",4,29,0.438193103448276,3831.03448275862,2262.06896551724,4320.68965517241,1000,8600,"FHS_20240623_0930"
"553","FHS",2024-06-25,"T3_late","1520",2,11,0.497987012987013,3100,2590.90909090909,3190.90909090909,1000,4900,"FHS_20240625_1520"
"554","FHS",2024-06-29,"T3_late","1110",3,22,0.576430194805195,3540.90909090909,1940.90909090909,3636.36363636364,1000,6500,"FHS_20240629_1110"
"555","FHS",2024-07-01,"T3_late","0910",1,11,0.3325,3536.36363636364,3009.09090909091,3563.63636363636,800,6300,"FHS_20240701_0910"
"556","FHS",2024-07-02,"T3_late","0910",1,10,0.296,3380,1830,4230,1000,7500,"FHS_20240702_0910"
"557","FHS",2024-07-02,"T3_late","0920",3,25,0.310402666666667,3860,1664,4088,1800,6300,"FHS_20240702_0920"
"558","FHS",2024-07-02,"T3_late","1010",4,31,0.353996103896104,3096.77419354839,1974.1935483871,3641.93548387097,1000,6800,"FHS_20240702_1010"
"559","FHS",2024-07-02,"T3_late","1400",7,45,0.460286358024691,5637.77777777778,3148.88888888889,5237.77777777778,1300,9100,"FHS_20240702_1400"
"560","FHS",2024-07-03,"T3_late","0710",1,8,0.323,4637.5,3275,4225,1200,6700,"FHS_20240703_0710"
"561","FHS",2024-07-03,"T3_late","0930",1,5,0.64475,4740,2480,4240,1300,7000,"FHS_20240703_0930"
"562","FHS",2024-07-03,"T3_late","0940",1,8,0.318571428571429,3200,1737.5,3225,1500,5100,"FHS_20240703_0940"
"563","FHS",2024-07-03,"T3_late","1200",1,3,1.7555,2300,2466.66666666667,3033.33333333333,1200,3700,"FHS_20240703_1200"
"564","FHS",2024-07-03,"T3_late","1400",4,25,0.39958,2680,2212,3640,800,5600,"FHS_20240703_1400"
"565","FHS",2024-07-05,"T3_late","0740",1,7,0.281166666666667,4542.85714285714,2057.14285714286,4800,1300,6800,"FHS_20240705_0740"
"566","FHS",2024-07-05,"T3_late","0810",2,25,0.250680666666667,4812,2740,4564,1200,9100,"FHS_20240705_0810"
"567","FHS",2024-07-05,"T3_late","0820",1,7,0.476,2257.14285714286,2414.28571428571,3442.85714285714,1000,5800,"FHS_20240705_0820"
"568","FHS",2024-07-05,"T3_late","0850",2,17,0.370385620915033,4100,1952.94117647059,3917.64705882353,1000,6300,"FHS_20240705_0850"
"569","FHS",2024-07-05,"T3_late","0920",2,11,0.610948051948052,3127.27272727273,2227.27272727273,3463.63636363636,800,6500,"FHS_20240705_0920"
"570","FHS",2024-07-05,"T3_late","1110",1,3,0.9745,4033.33333333333,2500,4100,1200,8900,"FHS_20240705_1110"
"571","FHS",2024-07-05,"T3_late","1250",1,6,0.4052,5350,1233.33333333333,5000,4400,6300,"FHS_20240705_1250"
"572","FHS",2024-07-06,"T3_late","1320",19,125,0.465686304761905,4260.8,1999.2,4215.2,1000,8400,"FHS_20240706_1320"
"573","FHS",2024-07-06,"T3_late","1500",1,9,0.267,3966.66666666667,1844.44444444444,4322.22222222222,2500,7700,"FHS_20240706_1500"
"574","FHS",2024-07-07,"T3_late","1200",1,6,0.5638,2266.66666666667,2300,2616.66666666667,800,6000,"FHS_20240707_1200"
"575","FHS",2024-07-07,"T3_late","1450",3,19,0.389177631578947,1984.21052631579,2131.57894736842,2610.52631578947,1000,6300,"FHS_20240707_1450"
"576","GL",2024-04-20,"T1_early","0800",1,6,0.392,2483.33333333333,1566.66666666667,2883.33333333333,1300,3600,"GL_20240420_0800"
"577","GL",2024-04-24,"T1_early","0620",1,4,0.841,2200,2125,3200,1300,5800,"GL_20240424_0620"
"578","GL",2024-04-24,"T1_early","0810",1,10,0.258111111111111,2180,1730,2820,1300,3900,"GL_20240424_0810"
"579","GL",2024-04-24,"T1_early","1200",1,5,0.406,3320,1240,3500,1500,6000,"GL_20240424_1200"
"580","GL",2024-04-24,"T1_early","1220",1,18,0.215470588235294,3238.88888888889,1833.33333333333,3188.88888888889,1300,4300,"GL_20240424_1220"
"581","GL",2024-04-30,"T1_early","0740",1,11,0.2777,2554.54545454545,1418.18181818182,2900,1300,4600,"GL_20240430_0740"
"582","GL",2024-04-30,"T1_early","0800",2,8,0.687333333333333,3937.5,1312.5,3850,2000,5100,"GL_20240430_0800"
"583","GL",2024-04-30,"T1_early","0950",1,5,0.5545,2880,1220,3060,1800,4900,"GL_20240430_0950"
"584","GL",2024-05-01,"T1_early","0920",1,7,0.349166666666667,2342.85714285714,1700,2957.14285714286,1300,3600,"GL_20240501_0920"
"585","GL",2024-05-01,"T1_early","1340",1,6,0.3554,3883.33333333333,2450,3883.33333333333,1300,5600,"GL_20240501_1340"
"586","GL",2024-05-02,"T1_early","1350",1,5,0.529,2620,1580,3200,1200,4800,"GL_20240502_1350"
"587","GL",2024-05-02,"T1_early","1500",1,3,1.0325,3600,1333.33333333333,3533.33333333333,1800,5100,"GL_20240502_1500"
"588","GL",2024-05-03,"T1_early","0720",1,6,0.5696,3050,1233.33333333333,3233.33333333333,1800,4900,"GL_20240503_0720"
"589","GL",2024-05-03,"T1_early","0930",1,10,0.274888888888889,2410,1530,2750,1200,3200,"GL_20240503_0930"
"590","GL",2024-05-03,"T1_early","1120",3,23,0.36816847826087,2713.04347826087,1734.78260869565,3065.21739130435,1200,5300,"GL_20240503_1120"
"591","GL",2024-05-03,"T1_early","1230",1,7,0.2815,3185.71428571429,1514.28571428571,3171.42857142857,1500,5100,"GL_20240503_1230"
"592","GL",2024-05-04,"T1_early","1250",1,10,0.318888888888889,2600,2010,3230,1300,5300,"GL_20240504_1250"
"593","GL",2024-05-04,"T1_early","1310",7,31,0.735241935483871,2858.06451612903,2209.67741935484,3464.51612903226,1300,8900,"GL_20240504_1310"
"594","GL",2024-05-05,"T1_early","0630",1,6,0.4448,2416.66666666667,1350,2816.66666666667,1500,3400,"GL_20240505_0630"
"595","GL",2024-05-05,"T1_early","0640",4,22,0.518904761904762,2813.63636363636,2031.81818181818,3240.90909090909,1200,7000,"GL_20240505_0640"
"596","GL",2024-05-05,"T1_early","0850",1,5,0.699,3020,2800,3560,1200,6200,"GL_20240505_0850"
"597","GL",2024-05-05,"T1_early","0950",10,46,0.535840217391304,2750,1795.65217391304,3304.34782608696,1000,6200,"GL_20240505_0950"
"598","GL",2024-05-05,"T1_early","1010",12,70,0.507607346938776,2900,1475.71428571429,3208.57142857143,1200,6200,"GL_20240505_1010"
"599","GL",2024-05-05,"T1_early","1030",1,11,0.2764,2181.81818181818,1690.90909090909,3027.27272727273,1300,3700,"GL_20240505_1030"
"600","GL",2024-05-05,"T1_early","1040",18,99,0.545367199775533,3426.26262626263,1558.58585858586,3630.30303030303,1000,7000,"GL_20240505_1040"
"601","GL",2024-05-05,"T1_early","1120",7,36,0.559844907407407,3719.44444444444,1766.66666666667,3786.11111111111,1300,6300,"GL_20240505_1120"
"602","GL",2024-05-05,"T1_early","1150",6,39,0.423392582417582,2441.02564102564,1625.64102564103,2853.84615384615,800,5300,"GL_20240505_1150"
"603","GL",2024-05-05,"T1_early","1200",11,70,0.42890612244898,2807.14285714286,1624.28571428571,3335.71428571429,1200,6700,"GL_20240505_1200"
"604","GL",2024-05-05,"T1_early","1410",11,58,0.564249302134647,2882.75862068966,1693.10344827586,3277.58620689655,1200,6500,"GL_20240505_1410"
"605","GL",2024-05-05,"T1_early","1440",3,15,0.432166666666667,2853.33333333333,1406.66666666667,2966.66666666667,1000,5100,"GL_20240505_1440"
"606","GL",2024-05-05,"T1_early","1630",2,11,0.550113636363636,3009.09090909091,1654.54545454545,3100,1200,4900,"GL_20240505_1630"
"607","GL",2024-05-05,"T1_early","1650",2,14,0.461666666666667,4128.57142857143,1771.42857142857,4885.71428571429,1300,7700,"GL_20240505_1650"
"608","GL",2024-05-06,"T1_early","1140",13,39,1.12457692307692,3953.84615384615,1379.48717948718,3815.38461538462,1700,5300,"GL_20240506_1140"
"609","GL",2024-05-06,"T1_early","1620",10,89,0.430652486932543,3223.59550561798,1732.58426966292,3656.1797752809,1000,7400,"GL_20240506_1620"
"610","GL",2024-05-06,"T1_early","1630",3,19,0.41720701754386,3889.47368421053,1389.47368421053,3900,1200,6300,"GL_20240506_1630"
"611","GL",2024-05-10,"T1_early","0810",2,27,0.258518518518519,4325.92592592593,1851.85185185185,4266.66666666667,1700,6000,"GL_20240510_0810"
"612","GL",2024-05-11,"T1_early","1520",3,15,0.667638888888889,3193.33333333333,2020,3466.66666666667,1200,5300,"GL_20240511_1520"
"613","GL",2024-05-11,"T1_early","1720",4,31,0.366173937532002,2483.87096774194,1716.12903225806,2854.83870967742,1000,5100,"GL_20240511_1720"
"614","GL",2024-05-12,"T1_early","0940",1,7,0.378833333333333,3414.28571428571,1971.42857142857,3414.28571428571,1300,4900,"GL_20240512_0940"
"615","GL",2024-05-12,"T1_early","1050",1,3,1.271,2333.33333333333,1266.66666666667,2766.66666666667,1700,3200,"GL_20240512_1050"
"616","GL",2024-05-14,"T1_early","0630",1,8,0.391714285714286,2750,1537.5,3200,1300,5300,"GL_20240514_0630"
"617","GL",2024-05-14,"T1_early","1740",1,9,0.359875,4266.66666666667,1633.33333333333,3977.77777777778,1200,6500,"GL_20240514_1740"
"618","GL",2024-05-15,"T1_early","0710",1,6,0.4998,3366.66666666667,1633.33333333333,3416.66666666667,1300,5300,"GL_20240515_0710"
"619","GL",2024-05-15,"T1_early","0750",2,24,0.328810416666667,5004.16666666667,1741.66666666667,4712.5,1300,8600,"GL_20240515_0750"
"620","GL",2024-05-15,"T1_early","0810",1,4,0.606333333333333,2650,2375,3550,1300,4100,"GL_20240515_0810"
"621","GL",2024-05-16,"T1_early","0940",20,75,0.795982222222222,4705.33333333333,1977.33333333333,4665.33333333333,600,9100,"GL_20240516_0940"
