base_time,car_driving,frog,insect,car_horn,bird,human_voice,human_knocking,rain,music,site
YZL_20240628_101000,60,0,60,0,9.526000000000002,0,0,0,0,YZL
YZL_20240628_101000,60,0,60,0,9.526000000000002,0,0,0,0,YZL
YZL_20240628_101000,60,0,60,0,9.526000000000002,0,0,0,0,YZL
YZL_20240628_102000,60,0,60,0,11.835999999999999,0,0,0,0,YZL
YZL_20240628_102000,60,0,60,0,11.835999999999999,0,0,0,0,YZL
YZL_20240628_102000,60,0,60,0,11.835999999999999,0,0,0,0,YZL
YZL_20240629_080000,25.584,0,60,0,3.859000000000001,0,0,0,0,YZL
YZL_20240629_101000,60,0,60,0,18.237,0,0,0,0,YZL
YZL_20240629_101000,60,0,60,0,18.237,0,0,0,0,YZL
YZL_20240629_105000,60,0,60,0.6399999999999993,4.752999999999998,0,0,0,0,YZL
YZL_20240629_105000,60,0,60,0.6399999999999993,4.752999999999998,0,0,0,0,YZL
YZL_20240629_105000,60,0,60,0.6399999999999993,4.752999999999998,0,0,0,0,YZL
YZL_20240629_111000,60,0,60,0,6.762999999999999,0,0,0,0,YZL
YZL_20240629_185000,60,0,60,0,10.587999999999997,0,0,0,0,YZL
YZL_20240630_054000,50,0,60,0,3.1410000000000005,0,0,0,0,YZL
YZL_20240630_120000,60,0,60,0,39.32,0,0,0,0,YZL
YZL_20240630_120000,60,0,60,0,39.32,0,0,0,0,YZL
