"","site_code","date_full","period","minute_hm","n_segments","total_n_calls","mean_interval","mean_peakfreq","mean_bandw","mean_centroid","min_freq","max_freq","minute_label","base_time","car_driving","frog","insect","car_horn","bird","human_voice","human_knocking","rain","music","site","low_freq_strength","mid_high_freq_strength","low_mid_high_freq_strength","constant_strength","pulse_strength","structural_strength","hour","minute","time_decimal"
"593","GL",2024-05-04,"T1_early","1310",7,31,0.735241935483871,2858.06451612903,2209.67741935484,3464.51612903226,1300,8900,"GL_20240504_1310","GL_20240504_131000",60,1.344,60,0,6.987,0,0,60,0,"GL",0.333333333333333,0.558225,0.2556,1,0.00746666666666667,0.0388166666666667,13,10,13.1666666666667
"594","GL",2024-05-05,"T1_early","0630",1,6,0.4448,2416.66666666667,1350,2816.66666666667,1500,3400,"GL_20240505_0630","GL_20240505_063000",60,44.016,60,1.232,11.047,0,0,0,0,"GL",0.333333333333333,0.592058333333333,0.188533333333333,0.666666666666667,0.251377777777778,0.0613722222222222,6,30,6.5
"595","GL",2024-05-05,"T1_early","0640",4,22,0.518904761904762,2813.63636363636,2031.81818181818,3240.90909090909,1200,7000,"GL_20240505_0640","GL_20240505_064000",60,0,60,0,14.529,0,0,0,0,"GL",0.333333333333333,0.621075,0,0.666666666666667,0,0.0807166666666667,6,40,6.66666666666667
"596","GL",2024-05-05,"T1_early","0850",1,5,0.699,3020,2800,3560,1200,6200,"GL_20240505_0850","GL_20240505_085000",60,6.272,60,0,13.774,0,0,0,0,"GL",0.333333333333333,0.614783333333333,0.0261333333333333,0.666666666666667,0.0348444444444444,0.0765222222222222,8,50,8.83333333333333
"597","GL",2024-05-05,"T1_early","0950",10,46,0.535840217391304,2750,1795.65217391304,3304.34782608696,1000,6200,"GL_20240505_0950","GL_20240505_095000",60,12.16,60,2.448,1.54,1.408,2.496,0,0,"GL",0.341155555555556,0.512833333333333,0.0712666666666667,0.666666666666667,0.0950222222222222,0.0163777777777778,9,50,9.83333333333333
"598","GL",2024-05-05,"T1_early","1010",12,70,0.507607346938776,2900,1475.71428571429,3208.57142857143,1200,6200,"GL_20240505_1010","GL_20240505_101000",60,0,60,0.704,5.518,8.72,5.136,0,0,"GL",0.381777777777778,0.545983333333333,0.0243333333333333,0.666666666666667,0.0324444444444444,0.0791,10,10,10.1666666666667
"599","GL",2024-05-05,"T1_early","1030",1,11,0.2764,2181.81818181818,1690.90909090909,3027.27272727273,1300,3700,"GL_20240505_1030","GL_20240505_103000",60,32.672,60,0,3.565,1.088,0.32,0,0,"GL",0.339377777777778,0.529708333333333,0.137466666666667,0.666666666666667,0.183288888888889,0.02585,10,30,10.5
"600","GL",2024-05-05,"T1_early","1040",18,99,0.545367199775533,3426.26262626263,1558.58585858586,3630.30303030303,1000,7000,"GL_20240505_1040","GL_20240505_104000",60,0,60,0,2.623,6.864,1.28,0,0,"GL",0.371466666666667,0.521858333333333,0.00533333333333333,0.666666666666667,0.00711111111111111,0.0527055555555556,10,40,10.6666666666667
"601","GL",2024-05-05,"T1_early","1120",7,36,0.559844907407407,3719.44444444444,1766.66666666667,3786.11111111111,1300,6300,"GL_20240505_1120","GL_20240505_112000",60,0,60,0,12.13,6.784,3.264,0,0,"GL",0.371022222222222,0.601083333333333,0.0136,0.666666666666667,0.0181333333333333,0.105077777777778,11,20,11.3333333333333
"602","GL",2024-05-05,"T1_early","1150",6,39,0.423392582417582,2441.02564102564,1625.64102564103,2853.84615384615,800,5300,"GL_20240505_1150","GL_20240505_115000",60,0,60,0,8.434,7.52,0,0,0,"GL",0.375111111111111,0.570283333333333,0,0.666666666666667,0,0.0886333333333333,11,50,11.8333333333333
"603","GL",2024-05-05,"T1_early","1200",11,70,0.42890612244898,2807.14285714286,1624.28571428571,3335.71428571429,1200,6700,"GL_20240505_1200","GL_20240505_120000",60,4.352,60,0,7.752,6.368,0,0,0,"GL",0.368711111111111,0.5646,0.0181333333333333,0.666666666666667,0.0241777777777778,0.0784444444444444,12,0,12
"604","GL",2024-05-05,"T1_early","1410",11,58,0.564249302134647,2882.75862068966,1693.10344827586,3277.58620689655,1200,6500,"GL_20240505_1410","GL_20240505_141000",60,0,60,0.64,11.575,21.616,0,0,0,"GL",0.453422222222222,0.596458333333333,0.00266666666666666,0.666666666666667,0.00355555555555555,0.184394444444444,14,10,14.1666666666667
"605","GL",2024-05-05,"T1_early","1440",3,15,0.432166666666667,2853.33333333333,1406.66666666667,2966.66666666667,1000,5100,"GL_20240505_1440","GL_20240505_144000",60,0,60,0.704,2.61,46.272,0,0,0,"GL",0.5904,0.52175,0.00293333333333334,0.666666666666667,0.00391111111111111,0.271566666666667,14,40,14.6666666666667
"606","GL",2024-05-05,"T1_early","1630",2,11,0.550113636363636,3009.09090909091,1654.54545454545,3100,1200,4900,"GL_20240505_1630","GL_20240505_163000",60,0,60,0,8.903,44.384,0,0,0,"GL",0.579911111111111,0.574191666666667,0,0.666666666666667,0,0.296038888888889,16,30,16.5
"607","GL",2024-05-05,"T1_early","1650",2,14,0.461666666666667,4128.57142857143,1771.42857142857,4885.71428571429,1300,7700,"GL_20240505_1650","GL_20240505_165000",60,0,60,0,20.387,23.152,0,0,0,"GL",0.461955555555556,0.669891666666667,0,0.666666666666667,0,0.241883333333333,16,50,16.8333333333333
"608","GL",2024-05-06,"T1_early","1140",13,39,1.12457692307692,3953.84615384615,1379.48717948718,3815.38461538462,1700,5300,"GL_20240506_1140","GL_20240506_114000",60,10,60,0,9.564,0,0,0,0,"GL",0.333333333333333,0.5797,0.0416666666666667,0.666666666666667,0.0555555555555556,0.0531333333333333,11,40,11.6666666666667
"609","GL",2024-05-06,"T1_early","1620",10,89,0.430652486932543,3223.59550561798,1732.58426966292,3656.1797752809,1000,7400,"GL_20240506_1620","GL_20240506_162000",60,0,60,0,8.953,0,0,0,0,"GL",0.333333333333333,0.574608333333333,0,0.666666666666667,0,0.0497388888888889,16,20,16.3333333333333
"610","GL",2024-05-06,"T1_early","1630",3,19,0.41720701754386,3889.47368421053,1389.47368421053,3900,1200,6300,"GL_20240506_1630","GL_20240506_163000",60,0,60,0.64,10.602,3.584,0,0,0,"GL",0.353244444444444,0.58835,0.00266666666666667,0.666666666666667,0.00355555555555555,0.0788111111111111,16,30,16.5
"611","GL",2024-05-10,"T1_early","0810",2,27,0.258518518518519,4325.92592592593,1851.85185185185,4266.66666666667,1700,6000,"GL_20240510_0810","GL_20240510_081000",60,13.52,60,2.048,0.765,0,0,0,0,"GL",0.333333333333333,0.506375,0.0648666666666667,0.666666666666667,0.0864888888888889,0.00425,8,10,8.16666666666667
"612","GL",2024-05-11,"T1_early","1520",3,15,0.667638888888889,3193.33333333333,2020,3466.66666666667,1200,5300,"GL_20240511_1520","GL_20240511_152000",60,11.2,60,0.896,4.906,0,0.704,0,0,"GL",0.333333333333333,0.540883333333333,0.0533333333333333,0.666666666666667,0.0711111111111111,0.0272555555555556,15,20,15.3333333333333
"613","GL",2024-05-11,"T1_early","1720",4,31,0.366173937532002,2483.87096774194,1716.12903225806,2854.83870967742,1000,5100,"GL_20240511_1720","GL_20240511_172000",60,4.8,60,0,15.88,4.672,0,0,0,"GL",0.359288888888889,0.632333333333333,0.02,0.666666666666667,0.0266666666666667,0.114177777777778,17,20,17.3333333333333
"614","GL",2024-05-12,"T1_early","0940",1,7,0.378833333333333,3414.28571428571,1971.42857142857,3414.28571428571,1300,4900,"GL_20240512_0940","GL_20240512_094000",60,0,60,3.072,18.175,2.064,0,0,0,"GL",0.3448,0.651458333333333,0.0128,0.666666666666667,0.0170666666666667,0.112438888888889,9,40,9.66666666666667
"615","GL",2024-05-12,"T1_early","1050",1,3,1.271,2333.33333333333,1266.66666666667,2766.66666666667,1700,3200,"GL_20240512_1050","GL_20240512_105000",60,0,60,0,8.883,19.856,0,0,0,"GL",0.443644444444444,0.574025,0,0.666666666666667,0,0.159661111111111,10,50,10.8333333333333
"616","GL",2024-05-14,"T1_early","0630",1,8,0.391714285714286,2750,1537.5,3200,1300,5300,"GL_20240514_0630","GL_20240514_063000",60,0,60,3.536,15.587,0,0,0,0,"GL",0.333333333333333,0.629891666666667,0.0147333333333333,0.666666666666667,0.0196444444444444,0.0865944444444444,6,30,6.5
"617","GL",2024-05-14,"T1_early","1740",1,9,0.359875,4266.66666666667,1633.33333333333,3977.77777777778,1200,6500,"GL_20240514_1740","GL_20240514_174000",60,0,60,0,9.294,0,0,0,0,"GL",0.333333333333333,0.57745,0,0.666666666666667,0,0.0516333333333333,17,40,17.6666666666667
"618","GL",2024-05-15,"T1_early","0710",1,6,0.4998,3366.66666666667,1633.33333333333,3416.66666666667,1300,5300,"GL_20240515_0710","GL_20240515_071000",60,0,60,0,13.225,0,0,0,0,"GL",0.333333333333333,0.610208333333333,0,0.666666666666667,0,0.0734722222222222,7,10,7.16666666666667
"619","GL",2024-05-15,"T1_early","0750",2,24,0.328810416666667,5004.16666666667,1741.66666666667,4712.5,1300,8600,"GL_20240515_0750","GL_20240515_075000",60,0,60,0,4.966,0,0,0,0,"GL",0.333333333333333,0.541383333333333,0,0.666666666666667,0,0.0275888888888889,7,50,7.83333333333333
"620","GL",2024-05-15,"T1_early","0810",1,4,0.606333333333333,2650,2375,3550,1300,4100,"GL_20240515_0810","GL_20240515_081000",60,0,60,1.536,12.693,0,0,0,0,"GL",0.333333333333333,0.605775,0.0064,0.666666666666667,0.00853333333333334,0.0705166666666667,8,10,8.16666666666667
"621","GL",2024-05-16,"T1_early","0940",20,75,0.795982222222222,4705.33333333333,1977.33333333333,4665.33333333333,600,9100,"GL_20240516_0940","GL_20240516_094000",60,0,60,0,3.657,0,0.256,0,0,"GL",0.333333333333333,0.530475,0.00106666666666667,0.666666666666667,0.00142222222222222,0.0203166666666667,9,40,9.66666666666667
"622","GL",2024-05-17,"T2_mid","0800",1,15,0.269571428571429,3866.66666666667,1406.66666666667,3693.33333333333,1300,5800,"GL_20240517_0800","GL_20240517_080000",60,50,60,0,0,0.896,0,0,0,"GL",0.338311111111111,0.5,0.208333333333333,0.666666666666667,0.277777777777778,0.00497777777777778,8,0,8
"623","GL",2024-05-17,"T2_mid","1800",12,64,0.531916220238095,4056.25,1467.1875,3970.3125,1300,6200,"GL_20240517_1800","GL_20240517_180000",60,0,60,0,6.787,1.472,0,0,0,"GL",0.341511111111111,0.556558333333333,0,0.666666666666667,0,0.0458833333333333,18,0,18
"624","GL",2024-05-17,"T2_mid","1820",15,53,0.858899371069182,3794.33962264151,1450.94339622642,3692.45283018868,1500,5300,"GL_20240517_1820","GL_20240517_182000",60,0,60,0,14.292,0,0,0,0,"GL",0.333333333333333,0.6191,0,0.666666666666667,0,0.0794,18,20,18.3333333333333
"625","GL",2024-05-20,"T2_mid","0620",1,4,0.99,2775,1875,3225,1000,5300,"GL_20240520_0620","GL_20240520_062000",60,7.744,60,0,0,0,0,0,0,"GL",0.333333333333333,0.5,0.0322666666666667,0.666666666666667,0.0430222222222222,0,6,20,6.33333333333333
"626","GL",2024-05-20,"T2_mid","0700",4,20,0.453833333333333,2760,1545,2970,1700,5100,"GL_20240520_0700","GL_20240520_070000",60,0,60,0,13.117,0,0,0,0,"GL",0.333333333333333,0.609308333333333,0,0.666666666666667,0,0.0728722222222222,7,0,7
"627","GL",2024-05-20,"T2_mid","1000",25,96,0.827305431547619,3736.45833333333,1409.375,3584.375,1200,5300,"GL_20240520_1000","GL_20240520_100000",60,8.256,60,0,2.859,2.752,0,0,0,"GL",0.348622222222222,0.523825,0.0344,0.666666666666667,0.0458666666666667,0.0311722222222222,10,0,10
"628","GL",2024-05-20,"T2_mid","1620",2,9,0.371866666666667,2377.77777777778,1555.55555555556,2644.44444444444,1500,3600,"GL_20240520_1620","GL_20240520_162000",60,0,60,0,6.729,0,0,0,0,"GL",0.333333333333333,0.556075,0,0.666666666666667,0,0.0373833333333333,16,20,16.3333333333333
"629","GL",2024-05-20,"T2_mid","1720",15,94,0.467040780141844,2609.57446808511,1634.04255319149,2884.04255319149,1200,5300,"GL_20240520_1720","GL_20240520_172000",60,50,60,0,8.129,0,0,0,0,"GL",0.333333333333333,0.567741666666667,0.208333333333333,0.666666666666667,0.277777777777778,0.0451611111111111,17,20,17.3333333333333
"630","GL",2024-05-20,"T2_mid","1750",1,4,0.992,2300,2300,3025,1300,5800,"GL_20240520_1750","GL_20240520_175000",60,58.432,60,0.768,12.529,0,0,0,0,"GL",0.333333333333333,0.604408333333333,0.246666666666667,0.666666666666667,0.328888888888889,0.0696055555555555,17,50,17.8333333333333
"631","GL",2024-05-21,"T2_mid","0640",1,3,0.622,2400,1300,2700,1700,3200,"GL_20240521_0640","GL_20240521_064000",60,0.064,60,0,6.237,0,0,20,0,"GL",0.333333333333333,0.551975,0.0836,0.777777777777778,0.000355555555555556,0.03465,6,40,6.66666666666667
"632","GL",2024-05-21,"T2_mid","0650",1,12,0.370636363636364,3766.66666666667,1391.66666666667,3650,1300,5800,"GL_20240521_0650","GL_20240521_065000",60,32.464,60,0,0,0,0,38.208,0,"GL",0.333333333333333,0.5,0.294466666666667,0.878933333333333,0.180355555555556,0,6,50,6.83333333333333
"633","GL",2024-05-22,"T2_mid","0620",2,10,0.3802,2400,2390,3360,800,7400,"GL_20240522_0620","GL_20240522_062000",60,20.624,60,0,13.143,0,0,0,0,"GL",0.333333333333333,0.609525,0.0859333333333333,0.666666666666667,0.114577777777778,0.0730166666666666,6,20,6.33333333333333
"634","GL",2024-05-22,"T2_mid","0830",1,3,1.182,2666.66666666667,2166.66666666667,3466.66666666667,1300,4400,"GL_20240522_0830","GL_20240522_083000",60,32.976,60,0,8.082,0,0,0,0,"GL",0.333333333333333,0.56735,0.1374,0.666666666666667,0.1832,0.0449,8,30,8.5
"635","GL",2024-05-22,"T2_mid","1000",1,7,0.451666666666667,3157.14285714286,1914.28571428571,3400,1500,5800,"GL_20240522_1000","GL_20240522_100000",60,12.096,60,0,7.543,0,0,0,0,"GL",0.333333333333333,0.562858333333333,0.0504,0.666666666666667,0.0672,0.0419055555555556,10,0,10
"636","GL",2024-05-22,"T2_mid","1030",1,5,0.5965,3380,1380,3300,1500,5600,"GL_20240522_1030","GL_20240522_103000",60,0,60,1.728,3.048,1.728,0,0,0,"GL",0.342933333333333,0.5254,0.0072,0.666666666666667,0.0096,0.0265333333333333,10,30,10.5
"637","GL",2024-05-22,"T2_mid","1140",5,25,0.5959,3308,1500,3400,1300,5600,"GL_20240522_1140","GL_20240522_114000",60,0,60,0.448,0,0,0,0,0,"GL",0.333333333333333,0.5,0.00186666666666667,0.666666666666667,0.00248888888888889,0,11,40,11.6666666666667
"638","GL",2024-05-22,"T2_mid","1220",1,5,0.4645,4580,1600,4300,1000,6500,"GL_20240522_1220","GL_20240522_122000",60,0,60,0,6.424,17.296,0,0,0,"GL",0.429422222222222,0.553533333333333,0,0.666666666666667,0,0.131777777777778,12,20,12.3333333333333
"639","GL",2024-05-22,"T2_mid","1230",3,13,0.580724358974359,4130.76923076923,1430.76923076923,3953.84615384615,1800,5300,"GL_20240522_1230","GL_20240522_123000",60,0,60,0,10.117,3.328,0,0,0,"GL",0.351822222222222,0.584308333333333,0,0.666666666666667,0,0.0746944444444444,12,30,12.5
"640","GL",2024-05-22,"T2_mid","1340",1,8,0.338285714285714,2675,2487.5,3450,1200,8700,"GL_20240522_1340","GL_20240522_134000",60,39.984,60,0,0.388,0,0,0,0,"GL",0.333333333333333,0.503233333333333,0.1666,0.666666666666667,0.222133333333333,0.00215555555555556,13,40,13.6666666666667
"641","GL",2024-05-22,"T2_mid","1800",1,6,0.5852,2816.66666666667,1700,3116.66666666667,1200,6200,"GL_20240522_1800","GL_20240522_180000",60,60,60,0,0.965000000000001,0,0,0,0,"GL",0.333333333333333,0.508041666666667,0.25,0.666666666666667,0.333333333333333,0.00536111111111112,18,0,18
"642","GL",2024-05-24,"T2_mid","1650",4,28,0.441416326530612,2771.42857142857,1817.85714285714,2975,1300,8400,"GL_20240524_1650","GL_20240524_165000",60,21.344,60,0,3.753,0,0,10,0,"GL",0.333333333333333,0.531275,0.1306,0.722222222222222,0.118577777777778,0.02085,16,50,16.8333333333333
"643","GL",2024-05-25,"T2_mid","0720",1,3,1.0505,3800,1200,3933.33333333333,1700,5300,"GL_20240525_0720","GL_20240525_072000",60,27.488,60,0,3.751,0,0,0,0,"GL",0.333333333333333,0.531258333333333,0.114533333333333,0.666666666666667,0.152711111111111,0.0208388888888889,7,20,7.33333333333333
"644","GL",2024-05-25,"T2_mid","1030",7,53,0.39020030221351,3300,1641.50943396226,3420.75471698113,1200,6000,"GL_20240525_1030","GL_20240525_103000",60,23.44,60,0,12.765,1.344,0,0,0,"GL",0.3408,0.606375,0.0976666666666667,0.666666666666667,0.130222222222222,0.0783833333333333,10,30,10.5
"645","GL",2024-05-25,"T2_mid","1220",2,7,0.661666666666667,2942.85714285714,1771.42857142857,3271.42857142857,1200,5500,"GL_20240525_1220","GL_20240525_122000",60,0,60,0,11.189,2.064,0,0,0,"GL",0.3448,0.593241666666667,0,0.666666666666667,0,0.0736277777777778,12,20,12.3333333333333
"646","GL",2024-05-25,"T2_mid","1810",4,26,0.395057692307692,2415.38461538462,1507.69230769231,2973.07692307692,1200,4800,"GL_20240525_1810","GL_20240525_181000",60,0,60,0.255999999999999,11.484,0,0,0,0,"GL",0.333333333333333,0.5957,0.00106666666666666,0.666666666666667,0.00142222222222222,0.0638,18,10,18.1666666666667
"647","GL",2024-05-25,"T2_mid","1830",1,5,0.67075,2820,1300,2880,1700,5300,"GL_20240525_1830","GL_20240525_183000",60,0,60,2.048,13.765,6.48,0.256,0,0.704,"GL",0.373244444444444,0.614708333333333,0.0096,0.666666666666667,0.0128,0.116383333333333,18,30,18.5
"648","GL",2024-05-26,"T2_mid","0820",5,38,0.40216992481203,2844.73684210526,2028.94736842105,3518.42105263158,1300,9600,"GL_20240526_0820","GL_20240526_082000",60,37.664,60,0,4.54,0,0,59.424,0,"GL",0.333333333333333,0.537833333333333,0.404533333333333,0.9968,0.209244444444444,0.0252222222222222,8,20,8.33333333333333
"649","GL",2024-05-26,"T2_mid","0950",2,12,0.4826,2408.33333333333,1725,3391.66666666667,1000,3700,"GL_20240526_0950","GL_20240526_095000",60,29.84,60,0.384,5.13,0,0,0,0,"GL",0.333333333333333,0.54275,0.125933333333333,0.666666666666667,0.167911111111111,0.0285,9,50,9.83333333333333
"650","GL",2024-05-26,"T2_mid","1540",7,40,0.500916666666667,2540,1725,3155,1300,6300,"GL_20240526_1540","GL_20240526_154000",60,0,60,0,0,9.28,0,0,0,"GL",0.384888888888889,0.5,0,0.666666666666667,0,0.0515555555555555,15,40,15.6666666666667
"651","GL",2024-05-26,"T2_mid","1810",2,17,0.300705882352941,2558.82352941176,1547.05882352941,2841.17647058824,1200,5100,"GL_20240526_1810","GL_20240526_181000",60,2.176,60,1.856,15.954,0.896,0,0,0,"GL",0.338311111111111,0.63295,0.0168,0.666666666666667,0.0224,0.0936111111111111,18,10,18.1666666666667
"652","GL",2024-05-27,"T2_mid","1800",3,34,0.249802139037433,2585.29411764706,1558.82352941176,3052.94117647059,1200,5800,"GL_20240527_1800","GL_20240527_180000",60,0,60,0,5.929,0,0,0,0,"GL",0.333333333333333,0.549408333333333,0,0.666666666666667,0,0.0329388888888889,18,0,18
"653","GL",2024-05-28,"T2_mid","0800",7,58,0.353855890804598,2484.48275862069,1801.72413793103,3074.13793103448,1200,5100,"GL_20240528_0800","GL_20240528_080000",60,58,60,0,9.553,0,0,0,0,"GL",0.333333333333333,0.579608333333333,0.241666666666667,0.666666666666667,0.322222222222222,0.0530722222222222,8,0,8
"654","GL",2024-05-30,"T2_mid","1820",1,17,0.2073125,4035.29411764706,1482.35294117647,3894.11764705882,2000,6000,"GL_20240530_1820","GL_20240530_182000",60,24.864,60,0.960000000000001,7.812,0,0,0,0,"GL",0.333333333333333,0.5651,0.1076,0.666666666666667,0.143466666666667,0.0434,18,20,18.3333333333333
"655","GL",2024-06-02,"T2_mid","0630",1,7,0.4295,2400,1814.28571428571,3014.28571428571,1300,4600,"GL_20240602_0630","GL_20240602_063000",60,51.584,60,0,6.931,0,0,0,0,"GL",0.333333333333333,0.557758333333333,0.214933333333333,0.666666666666667,0.286577777777778,0.0385055555555555,6,30,6.5
"656","GL",2024-06-02,"T2_mid","1850",1,10,0.447555555555556,2560,2070,3440,1000,4400,"GL_20240602_1850","GL_20240602_185000",60,2.688,60,0.384,6.012,8.656,0,0,0,"GL",0.381422222222222,0.5501,0.0128,0.666666666666667,0.0170666666666667,0.0814888888888889,18,50,18.8333333333333
"657","GL",2024-06-05,"T2_mid","1840",1,6,0.3476,2433.33333333333,1733.33333333333,2983.33333333333,1300,3600,"GL_20240605_1840","GL_20240605_184000",60,60,60,1.92,4.635,1.728,0,0,0,"GL",0.342933333333333,0.538625,0.258,0.666666666666667,0.344,0.03535,18,40,18.6666666666667
"658","GL",2024-06-15,"T3_late","1030",1,10,0.251666666666667,2450,2060,2870,1200,4900,"GL_20240615_1030","GL_20240615_103000",60,52.352,60,0,2.247,6.224,0,0,0,"GL",0.367911111111111,0.518725,0.218133333333333,0.666666666666667,0.290844444444444,0.0470611111111111,10,30,10.5
"659","GL",2024-06-18,"T3_late","1850",1,6,0.4334,2850,1350,3266.66666666667,1700,5300,"GL_20240618_1850","GL_20240618_185000",60,0,60,0.32,17.67,0,0.256,0,0,"GL",0.333333333333333,0.64725,0.0024,0.666666666666667,0.0032,0.0981666666666667,18,50,18.8333333333333
"660","GL",2024-06-26,"T3_late","1450",1,6,0.551,3050,2433.33333333333,4250,1500,5800,"GL_20240626_1450","GL_20240626_145000",60,0,60,1.152,17.86,0,0,0,0,"GL",0.333333333333333,0.648833333333333,0.0048,0.666666666666667,0.0064,0.0992222222222222,14,50,14.8333333333333
"661","GL",2024-06-29,"T3_late","0750",4,35,0.33876425170068,2914.28571428571,2020,3571.42857142857,1200,6700,"GL_20240629_0750","GL_20240629_075000",60,15.504,60,0,5.33,0,0,0,0,"GL",0.333333333333333,0.544416666666667,0.0646,0.666666666666667,0.0861333333333333,0.0296111111111111,7,50,7.83333333333333
"662","GL",2024-07-06,"T3_late","0950",1,12,0.372363636363636,2591.66666666667,1733.33333333333,3008.33333333333,1200,5800,"GL_20240706_0950","GL_20240706_095000",60,0,60,2.176,2.505,4.752,0,0,0,"GL",0.359733333333333,0.520875,0.00906666666666666,0.666666666666667,0.0120888888888889,0.0403166666666667,9,50,9.83333333333333
"663","GL",2024-07-06,"T3_late","1200",1,13,0.304916666666667,2746.15384615385,1453.84615384615,2800,1300,5500,"GL_20240706_1200","GL_20240706_120000",60,48.768,60,0,3.964,2.816,0,0,0,"GL",0.348977777777778,0.533033333333333,0.2032,0.666666666666667,0.270933333333333,0.0376666666666666,12,0,12
"664","LHS",2024-04-20,"T1_early","1030",1,8,0.553142857142857,3900,3012.5,4037.5,1200,6700,"LHS_20240420_1030","LHS_20240420_103000",60,0,60,0,4.8,1.984,0,0,0,"LHS",0.344355555555556,0.54,0,0.666666666666667,0,0.0376888888888889,10,30,10.5
"665","LHS",2024-04-22,"T1_early","0820",1,3,1.065,5133.33333333333,4900,4533.33333333333,1000,8700,"LHS_20240422_0820","LHS_20240422_082000",60,0,60,0,12.683,0,0,0,0,"LHS",0.333333333333333,0.605691666666667,0,0.666666666666667,0,0.0704611111111111,8,20,8.33333333333333
"666","LHS",2024-04-22,"T1_early","1640",7,54,0.391368574635241,3611.11111111111,2027.77777777778,3837.03703703704,1800,6200,"LHS_20240422_1640","LHS_20240422_164000",60,0,60,0,6.73,0,0,0,0,"LHS",0.333333333333333,0.556083333333333,0,0.666666666666667,0,0.0373888888888889,16,40,16.6666666666667
"667","LHS",2024-04-22,"T1_early","1700",1,7,0.451,1800,2328.57142857143,3528.57142857143,800,5500,"LHS_20240422_1700","LHS_20240422_170000",60,0.448,60,0,4.047,0,0,0,0,"LHS",0.333333333333333,0.533725,0.00186666666666667,0.666666666666667,0.00248888888888889,0.0224833333333333,17,0,17
"668","LHS",2024-04-23,"T1_early","1800",2,19,0.339255847953216,2573.68421052632,3663.15789473684,3805.26315789474,1000,8000,"LHS_20240423_1800","LHS_20240423_180000",60,4.416,60,0,13.718,0,0,0,0,"LHS",0.333333333333333,0.614316666666667,0.0184,0.666666666666667,0.0245333333333333,0.0762111111111111,18,0,18
"669","LHS",2024-04-25,"T1_early","1820",2,7,0.830119047619048,3871.42857142857,2014.28571428571,3942.85714285714,1300,8700,"LHS_20240425_1820","LHS_20240425_182000",60,0,60,0,12.692,0,0,0,0,"LHS",0.333333333333333,0.605766666666667,0,0.666666666666667,0,0.0705111111111111,18,20,18.3333333333333
"670","LHS",2024-04-26,"T1_early","0750",1,7,0.481666666666667,2728.57142857143,2685.71428571429,4500,1000,8600,"LHS_20240426_0750","LHS_20240426_075000",60,0,60,0,26.458,0,0,0,0,"LHS",0.333333333333333,0.720483333333333,0,0.666666666666667,0,0.146988888888889,7,50,7.83333333333333
"671","LHS",2024-04-30,"T1_early","0840",6,55,0.35121341991342,2609.09090909091,2285.45454545455,3454.54545454545,1000,8200,"LHS_20240430_0840","LHS_20240430_084000",60,0,60,0,1.377,0,0,0,0,"LHS",0.333333333333333,0.511475,0,0.666666666666667,0,0.00765,8,40,8.66666666666667
"672","LHS",2024-04-30,"T1_early","1240",1,9,0.36175,2655.55555555556,1322.22222222222,3011.11111111111,1800,3900,"LHS_20240430_1240","LHS_20240430_124000",44.64,0,60,0,5.128,0,0,0,0,"LHS",0.248,0.542733333333333,0,0.581333333333333,0,0.0284888888888889,12,40,12.6666666666667
"673","LHS",2024-05-04,"T1_early","0710",1,5,0.40875,2800,2360,3140,1300,5100,"LHS_20240504_0710","LHS_20240504_071000",60,0,60,0,16.176,0,0,0,0,"LHS",0.333333333333333,0.6348,0,0.666666666666667,0,0.0898666666666666,7,10,7.16666666666667
"674","LHS",2024-05-07,"T1_early","0650",1,3,0.5655,2066.66666666667,3666.66666666667,3566.66666666667,1300,7000,"LHS_20240507_0650","LHS_20240507_065000",36.544,0,60,0,4.296,0.832000000000001,0,0,0,"LHS",0.207644444444444,0.5358,0,0.536355555555556,0,0.0284888888888889,6,50,6.83333333333333
"675","LHS",2024-05-07,"T1_early","1240",2,16,0.376184895833333,5643.75,4006.25,5193.75,1000,9600,"LHS_20240507_1240","LHS_20240507_124000",20.8,0,60,0,6.001,0,0,0,0,"LHS",0.115555555555556,0.550008333333333,0,0.448888888888889,0,0.0333388888888889,12,40,12.6666666666667
"676","LHS",2024-05-11,"T1_early","0740",1,7,0.466333333333333,2914.28571428571,4014.28571428571,4100,800,9600,"LHS_20240511_0740","LHS_20240511_074000",60,0,60,0,44.259,0,0,0,0,"LHS",0.333333333333333,0.868825,0,0.666666666666667,0,0.245883333333333,7,40,7.66666666666667
"677","LHS",2024-05-15,"T1_early","1120",1,9,0.36375,3666.66666666667,1877.77777777778,4233.33333333333,2000,6200,"LHS_20240515_1120","LHS_20240515_112000",26.096,0,60,0,9.729,0,0,0,0,"LHS",0.144977777777778,0.581075,0,0.478311111111111,0,0.05405,11,20,11.3333333333333
"678","LHS",2024-05-18,"T2_mid","0930",2,10,0.760125,5510,3730,5620,2200,8600,"LHS_20240518_0930","LHS_20240518_093000",60,0,60,0,25.531,0,0,0,40,"LHS",0.555555555555556,0.712758333333333,0,0.666666666666667,0,0.364061111111111,9,30,9.5
"679","LHS",2024-05-18,"T2_mid","1750",3,16,0.36788125,2843.75,1650,3618.75,1200,8400,"LHS_20240518_1750","LHS_20240518_175000",60,15.76,60,0,28.494,0.384,0,0,0,"LHS",0.335466666666667,0.73745,0.0656666666666667,0.666666666666667,0.0875555555555556,0.160433333333333,17,50,17.8333333333333
